Category,Subcategories
"""Mining Logging and Construction"",555.83,117.5,151.67,93.33,80.83,89.17,105.0,114.17,119.17,129.17,103.33,119.17,129.17,131.67,170.76",
"Manufacturing,732.5,860.0,969.17,1049.17,1295.0,1363.33,1220.0,1230.0,1151.67,1239.17,1259.17,1252.5,975.0,941.67,952.99","Durable Goods,40.83,27.5,31.67,41.67,47.5,50.0,50.83,61.67,92.5,99.17,172.5,167.5,129.17,128.33,94.93, Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"Service-Providing,4943.33,5013.33,5030.83,5193.33,5065.0,5044.17,5099.17,5050.0,5210.0,5214.17,4866.67,5322.5,5691.67,5953.33,5687.15",
"Private Service Providing - Residual,379.17,433.33,337.5,328.33,305.0,300.0,336.67,311.67,283.33,255.0,181.67,305.0,430.0,455.83,436.11",
"""Trade Transportation and Utilities"",1224.17,1307.5,1375.0,1455.0,1324.17,1295.0,1365.0,1382.5,1397.5,1410.0,1417.5,1520.83,1530.0,1665.0,1541.32","Wholesale Trade,540.83,661.67,769.17,786.67,653.33,642.5,580.0,580.0,613.33,597.5,589.17,588.33,611.67,695.83,695.97, Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56, ""Transportation Warehousing and Utilities"",190.83,184.17,162.5,221.67,238.33,179.17,190.0,198.33,200.0,222.5,234.17,271.67,290.0,325.0,280.62"
"Financial Activities,180.0,167.5,170.0,160.83,150.0,142.5,134.17,129.17,139.17,143.33,139.17,132.5,130.0,130.83,149.03",
"Private Education and Health Services,470.0,464.17,450.83,516.67,535.83,568.33,459.17,377.5,560.0,628.33,664.17,745.0,820.0,875.83,758.12",
"Leisure and Hospitality,601.67,580.83,605.83,614.17,608.33,583.33,590.83,585.0,587.5,588.33,494.17,543.33,592.5,580.0,605.07",
"Government,2088.33,2060.0,2091.67,2118.33,2141.67,2155.0,2213.33,2265.0,2241.67,2191.67,1973.33,2079.17,2191.67,2246.67,2200.0","Federal Government,81.67,76.67,80.83,75.0,75.0,68.33,68.33,69.17,69.17,69.17,77.5,60.0,65.0,66.67,64.93, Total State and Local Government,2006.67,1983.33,2010.83,2043.33,2066.67,2086.67,2145.0,2197.5,2173.33,2121.67,1894.17,2017.5,2123.33,2180.0,2133.4"
