TITLE,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,2024-05-01 00:00:00,2024-06-01 00:00:00,2024-07-01 00:00:00,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
        Durable Goods,43800.0,44200.0,44300.0,40200.0,40600.0,40800.0,41500.0,41600.0,41700.0,41600.0,42000.0,42200.0,42200.0,42300.0,42600.0,43100.0,43300.0,43700.0,44200.0,44100.0,43000.0,42900.0,43100.0,43200.0,43100.0,43100.0,43300.0,43500.0,43500.0,43600.0,43700.0,43600.0,43400.0,43200.0,43100.0,43000.0,42900.0,43100.0,43100.0,43100.0,43400.0,43600.0,43700.0,44200.0,44300.0,44100.0,44400.0,44700.0,44200.0,44400.0,44700.0,45100.0,45300.0,45900.0,46300.0,46500.0,46900.0,47400.0,48300.0,48600.0,48000.0,48300.0,48700.0,48900.0,49200.0,49700.0,50800.0,51000.0,51100.0,51300.0,51100.0,51200.0,51300.0,51700.0,51800.0,51400.0,51200.0,51400.0,52300.0,52200.0,52000.0,51900.0,51800.0,52400.0,52500.0,52900.0,54000.0,53800.0,54300.0,55000.0,56300.0,56700.0,56900.0,57500.0,57700.0,58700.0,59400.0,59500.0,59900.0,60100.0,60400.0,60500.0,61800.0,61700.0,61200.0,60800.0,60900.0,61600.0,61500.0,61800.0,62000.0,61300.0,60900.0,61100.0,60900.0,61000.0,61100.0,60900.0,61300.0,62300.0,61700.0,62200.0,63000.0,57700.0,58700.0,61600.0,61700.0,62000.0,62900.0,63800.0,64800.0,66400.0,67600.0,69200.0,70500.0,69700.0,69600.0,70500.0,70800.0,71000.0,71900.0,72100.0,72700.0,73700.0,74600.0,75500.0,76500.0,76500.0,76700.0,77400.0,77200.0,77300.0,77900.0,76800.0,77300.0,77700.0,77700.0,77500.0,78200.0,77700.0,77300.0,76900.0,76100.0,75400.0,75900.0,75000.0,74700.0,75500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42041.67,43141.67,43341.67,43716.67,46133.33,49941.67,51783.33,55525.0,60650.0,61341.67,62208.33,70775.0,76783.33,76491.67,18197.92
        Nondurable Goods,17900.0,17900.0,17900.0,17900.0,18000.0,18100.0,18200.0,18200.0,18200.0,18200.0,18400.0,18400.0,18600.0,18700.0,18700.0,18800.0,19000.0,19100.0,19300.0,19300.0,19500.0,19100.0,19000.0,18900.0,18700.0,18600.0,18600.0,19000.0,18900.0,19000.0,19200.0,19100.0,19200.0,19300.0,19200.0,19000.0,20400.0,20500.0,20600.0,20600.0,20700.0,20700.0,20900.0,21200.0,21200.0,21300.0,21500.0,21500.0,21100.0,21100.0,21100.0,21100.0,21200.0,21100.0,21400.0,21500.0,21700.0,21700.0,21800.0,21700.0,21900.0,22100.0,22300.0,22300.0,22400.0,22700.0,22600.0,22700.0,22700.0,22900.0,22900.0,22800.0,23100.0,23000.0,23000.0,23000.0,23300.0,23200.0,23600.0,23600.0,23700.0,23300.0,22900.0,23000.0,24300.0,24500.0,24600.0,24200.0,24300.0,24500.0,24500.0,24500.0,24400.0,24400.0,24400.0,24400.0,24000.0,24100.0,23900.0,23900.0,24000.0,24000.0,24200.0,24200.0,24200.0,24200.0,24100.0,24000.0,23600.0,23500.0,23400.0,23400.0,23400.0,23500.0,24000.0,24000.0,23900.0,23900.0,23800.0,23900.0,23400.0,23600.0,23400.0,20400.0,20200.0,20700.0,20700.0,20800.0,21000.0,21100.0,21100.0,21000.0,20300.0,20600.0,20800.0,21000.0,21000.0,21100.0,21200.0,21300.0,21200.0,21400.0,21400.0,21500.0,21100.0,21400.0,21400.0,21500.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21500.0,21500.0,21100.0,21100.0,21100.0,21200.0,21300.0,21400.0,21300.0,21400.0,21300.0,21300.0,21300.0,21300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18108.33,19000.0,18983.33,20925.0,21375.0,22525.0,23225.0,24416.67,24066.67,23691.67,21450.0,21066.67,21500.0,21258.33,8199.3
    Service Providing,556600.0,558500.0,561300.0,564900.0,567700.0,567600.0,552900.0,549700.0,563000.0,566300.0,570200.0,570100.0,556400.0,560100.0,564300.0,569300.0,569600.0,570800.0,566700.0,567200.0,569900.0,574700.0,577500.0,578700.0,570600.0,574400.0,578600.0,584800.0,587300.0,589200.0,585200.0,585800.0,588100.0,593700.0,599700.0,601000.0,588500.0,593100.0,595900.0,601000.0,603600.0,600800.0,597300.0,598900.0,599100.0,608200.0,611500.0,612700.0,600700.0,605600.0,609400.0,614400.0,617100.0,617600.0,610300.0,612900.0,614400.0,620900.0,628000.0,629000.0,619100.0,623200.0,628700.0,633800.0,635600.0,636400.0,634300.0,637300.0,637200.0,644100.0,647900.0,650100.0,639100.0,643600.0,645900.0,653700.0,654100.0,651900.0,650200.0,650500.0,654000.0,663000.0,665600.0,669000.0,652500.0,657000.0,662000.0,661400.0,665200.0,666800.0,658400.0,660900.0,663000.0,670500.0,672900.0,675300.0,661800.0,666900.0,671700.0,671600.0,674800.0,676600.0,668800.0,671400.0,672300.0,677500.0,681300.0,682200.0,668600.0,674200.0,675900.0,677500.0,680200.0,681300.0,677000.0,680200.0,679500.0,682500.0,690500.0,690900.0,677500.0,681500.0,675200.0,577500.0,585800.0,595000.0,594700.0,598900.0,603700.0,618800.0,624100.0,618300.0,605700.0,615300.0,619200.0,628700.0,634000.0,636100.0,639000.0,639200.0,639000.0,652900.0,659400.0,658700.0,644600.0,651600.0,655500.0,655200.0,658600.0,659300.0,655200.0,656900.0,657600.0,662000.0,666100.0,665600.0,658100.0,661200.0,662100.0,667100.0,670400.0,670400.0,665000.0,666200.0,666200.0,671400.0,676400.0,677300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562400.0,568766.67,586533.33,600883.33,615025.0,635641.67,653383.33,663825.0,673075.0,679858.33,620916.67,635600.0,657350.0,667650.0,244467.36
"      Trade, Transportation & Utilities",117900.0,116900.0,116700.0,116700.0,117600.0,118200.0,117000.0,117000.0,116900.0,117900.0,119600.0,121200.0,116500.0,115700.0,116100.0,117500.0,117800.0,118300.0,119000.0,119800.0,120000.0,120700.0,123500.0,124900.0,121600.0,120100.0,120200.0,121200.0,121900.0,122900.0,123000.0,123400.0,123300.0,123900.0,128000.0,129500.0,126300.0,125500.0,125500.0,125200.0,126100.0,127100.0,126400.0,126800.0,127000.0,129300.0,132400.0,134300.0,129600.0,128200.0,129100.0,129300.0,130000.0,130400.0,130700.0,132000.0,131400.0,131900.0,135800.0,137200.0,133700.0,133300.0,133600.0,133500.0,134100.0,135100.0,135900.0,136300.0,136200.0,136600.0,139100.0,140800.0,136300.0,135800.0,135400.0,136300.0,136000.0,136200.0,137700.0,138200.0,137500.0,139000.0,141900.0,144500.0,137600.0,136200.0,136300.0,136300.0,136600.0,137200.0,137300.0,138100.0,137300.0,139300.0,142600.0,144700.0,140300.0,139000.0,139200.0,138400.0,138400.0,138900.0,139400.0,139800.0,139100.0,139200.0,141900.0,143200.0,139900.0,138100.0,138100.0,137500.0,137300.0,137700.0,138200.0,138500.0,137500.0,138100.0,141700.0,143200.0,138400.0,137400.0,136300.0,116200.0,117500.0,122900.0,126100.0,127000.0,128100.0,131700.0,134700.0,136100.0,132100.0,131700.0,131800.0,131500.0,131900.0,132700.0,134000.0,134000.0,133100.0,135800.0,138800.0,141100.0,135100.0,136200.0,136000.0,135700.0,136000.0,136200.0,137300.0,138400.0,137400.0,137200.0,139500.0,141500.0,137700.0,136300.0,135900.0,136200.0,136500.0,136900.0,136500.0,136200.0,135600.0,137200.0,139500.0,140700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117800.0,119150.0,123250.0,127658.33,131300.0,135683.33,137900.0,138291.67,139733.33,138816.67,129366.67,134041.67,137208.33,137100.0,51596.53
        Wholesale Trade,34100.0,34100.0,34200.0,34200.0,34500.0,34600.0,34300.0,34200.0,34100.0,34400.0,34500.0,34300.0,33600.0,33600.0,33700.0,34000.0,34200.0,34200.0,34400.0,34600.0,34700.0,34900.0,35000.0,35000.0,34800.0,34800.0,34800.0,35100.0,35300.0,35600.0,36000.0,36000.0,35800.0,36000.0,36200.0,36300.0,36100.0,36100.0,36100.0,36100.0,36300.0,36500.0,36600.0,36700.0,36700.0,37000.0,37000.0,37200.0,36700.0,36700.0,36600.0,36600.0,36900.0,36900.0,37000.0,37300.0,37100.0,37000.0,37300.0,37500.0,37400.0,37500.0,37700.0,37600.0,37700.0,38000.0,38400.0,38500.0,38500.0,38400.0,38400.0,38700.0,37900.0,38000.0,38100.0,38200.0,38300.0,38300.0,38900.0,38900.0,38800.0,39400.0,39500.0,39500.0,37700.0,37900.0,37800.0,38000.0,38200.0,38400.0,38300.0,38400.0,38000.0,38200.0,38000.0,38100.0,37900.0,38100.0,38100.0,37900.0,37900.0,38000.0,37700.0,37700.0,37500.0,37700.0,37400.0,37300.0,36500.0,36500.0,36400.0,36600.0,36500.0,36400.0,36400.0,36400.0,36100.0,36300.0,36100.0,36200.0,35700.0,35700.0,35600.0,32100.0,32000.0,32700.0,33100.0,33300.0,33200.0,33400.0,33400.0,33500.0,32900.0,32800.0,33000.0,33200.0,33200.0,33300.0,33200.0,33200.0,32800.0,33300.0,33300.0,33400.0,33000.0,33300.0,33200.0,33200.0,33400.0,33500.0,33500.0,33500.0,33400.0,33200.0,33300.0,33400.0,33200.0,33200.0,33300.0,33300.0,33200.0,33200.0,32900.0,32800.0,32600.0,32700.0,32600.0,32400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34291.67,34325.0,35558.33,36533.33,36966.67,38066.67,38650.0,38083.33,37766.67,36366.67,33641.67,33133.33,33325.0,32950.0,14806.25
        Retail Trade,61000.0,59900.0,59900.0,59800.0,60300.0,60500.0,60200.0,60400.0,60000.0,60600.0,62300.0,63700.0,60400.0,59700.0,60000.0,60200.0,60300.0,60400.0,60900.0,61300.0,61400.0,62100.0,64400.0,65500.0,62800.0,61300.0,61400.0,62000.0,62600.0,62900.0,62900.0,63200.0,63300.0,63900.0,67400.0,68600.0,66200.0,65600.0,65600.0,65100.0,65900.0,66400.0,66400.0,66800.0,66900.0,68000.0,70900.0,72100.0,68500.0,67200.0,67700.0,67700.0,67900.0,68400.0,68200.0,69000.0,68400.0,68800.0,72100.0,73000.0,70200.0,69300.0,69400.0,69400.0,69800.0,70300.0,70400.0,70800.0,70800.0,71100.0,73400.0,74300.0,71400.0,70700.0,70600.0,70900.0,70800.0,70600.0,71300.0,71600.0,71000.0,72100.0,74500.0,75700.0,71200.0,70000.0,70100.0,70100.0,70200.0,70500.0,70500.0,71100.0,70700.0,71400.0,74200.0,74900.0,72400.0,71500.0,71600.0,70900.0,70900.0,71000.0,71400.0,71600.0,71100.0,70900.0,72800.0,73800.0,71300.0,70000.0,69800.0,69300.0,69400.0,69600.0,70000.0,69900.0,69200.0,69600.0,72200.0,72800.0,69400.0,68800.0,68100.0,53500.0,54100.0,58000.0,60700.0,60700.0,61800.0,63500.0,65300.0,65800.0,64000.0,63900.0,64000.0,63500.0,63800.0,64100.0,64700.0,64300.0,63600.0,64600.0,65900.0,66600.0,63400.0,63400.0,63400.0,63600.0,63500.0,63600.0,64000.0,64700.0,63700.0,64000.0,65300.0,65900.0,64100.0,63500.0,63400.0,63300.0,63600.0,64000.0,64000.0,63800.0,63300.0,64200.0,65800.0,66400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60716.67,61383.33,63525.0,67158.33,68908.33,70766.67,71766.67,71241.67,71658.33,70258.33,62475.0,64416.67,64041.67,64116.67,26807.64
"        Transportation, Warehousing, and Utilities",22800.0,22900.0,22700.0,22700.0,22700.0,23100.0,22500.0,22400.0,22800.0,22900.0,22800.0,23300.0,22500.0,22400.0,22400.0,23400.0,23300.0,23600.0,23700.0,23900.0,23900.0,23800.0,24100.0,24400.0,24000.0,23900.0,24100.0,24100.0,24100.0,24300.0,24000.0,24200.0,24200.0,24100.0,24400.0,24600.0,24000.0,23900.0,23800.0,24000.0,24000.0,24200.0,23400.0,23300.0,23300.0,24300.0,24500.0,25000.0,24400.0,24300.0,24900.0,25000.0,25200.0,25100.0,25500.0,25700.0,25900.0,26100.0,26400.0,26700.0,26100.0,26500.0,26500.0,26500.0,26600.0,26800.0,27100.0,27000.0,26900.0,27100.0,27300.0,27800.0,27000.0,27100.0,26700.0,27200.0,26900.0,27300.0,27500.0,27700.0,27700.0,27500.0,27900.0,29300.0,28700.0,28300.0,28400.0,28200.0,28200.0,28300.0,28500.0,28600.0,28600.0,29700.0,30400.0,31700.0,30000.0,29400.0,29500.0,29600.0,29600.0,29900.0,30300.0,30500.0,30500.0,30600.0,31700.0,32100.0,32100.0,31600.0,31900.0,31600.0,31400.0,31700.0,31800.0,32200.0,32200.0,32200.0,33400.0,34200.0,33300.0,32900.0,32600.0,30600.0,31400.0,32200.0,32300.0,33000.0,33100.0,34800.0,36000.0,36800.0,35200.0,35000.0,34800.0,34800.0,34900.0,35300.0,36100.0,36500.0,36700.0,37900.0,39600.0,41100.0,38700.0,39500.0,39400.0,38900.0,39100.0,39100.0,39800.0,40200.0,40300.0,40000.0,40900.0,42200.0,40400.0,39600.0,39200.0,39600.0,39700.0,39700.0,39600.0,39600.0,39700.0,40300.0,41100.0,41900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800.0,23450.0,24166.67,23975.0,25433.33,26850.0,27483.33,28966.67,30308.33,32191.67,33250.0,36491.67,39841.67,40033.33,9985.42
      Information,15100.0,14900.0,14900.0,14300.0,14200.0,14100.0,14500.0,14200.0,14000.0,13900.0,14000.0,13900.0,14100.0,14100.0,14200.0,14000.0,14100.0,14200.0,14300.0,14200.0,14200.0,14100.0,14300.0,14200.0,14200.0,14300.0,14300.0,14500.0,14500.0,14500.0,14600.0,14500.0,14400.0,14600.0,14800.0,14700.0,14200.0,14300.0,14000.0,14000.0,14000.0,14100.0,13900.0,14000.0,13900.0,14000.0,14200.0,14200.0,13900.0,14000.0,14200.0,14300.0,14300.0,14600.0,14800.0,15000.0,15000.0,15100.0,15400.0,15600.0,15600.0,15700.0,15800.0,16100.0,16300.0,16700.0,17100.0,17200.0,17000.0,17300.0,17400.0,17500.0,17800.0,17800.0,17900.0,18100.0,18100.0,18300.0,18400.0,18600.0,18300.0,18400.0,18500.0,18600.0,18900.0,18500.0,18600.0,18300.0,18300.0,18700.0,19000.0,19000.0,18800.0,19100.0,19100.0,19200.0,19600.0,19800.0,19800.0,19800.0,19900.0,20200.0,20300.0,20200.0,20000.0,19900.0,20000.0,20100.0,20200.0,20400.0,20300.0,20500.0,20500.0,20600.0,20800.0,20800.0,20600.0,20500.0,20500.0,20700.0,20900.0,20900.0,20900.0,19700.0,19600.0,19700.0,19500.0,19400.0,19400.0,19600.0,19600.0,19600.0,18600.0,18500.0,18500.0,18700.0,18700.0,18900.0,19000.0,19000.0,18700.0,18800.0,19000.0,19100.0,18900.0,19000.0,19000.0,18900.0,18900.0,19200.0,19500.0,19400.0,19100.0,19300.0,19300.0,19200.0,19100.0,19100.0,19100.0,19000.0,18800.0,18600.0,18700.0,18500.0,18300.0,18200.0,18100.0,17900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14333.33,14166.67,14491.67,14066.67,14683.33,16641.67,18233.33,18791.67,19966.67,20533.33,19900.0,18791.67,19141.67,18616.67,5978.47
      Financial Activities,22400.0,22900.0,22900.0,23100.0,23300.0,23500.0,23600.0,23700.0,23500.0,23600.0,23700.0,23800.0,23500.0,23700.0,23900.0,24300.0,24300.0,24500.0,24900.0,24900.0,25100.0,24800.0,24900.0,25100.0,25100.0,25400.0,25600.0,25900.0,26100.0,26200.0,26300.0,26200.0,26200.0,26500.0,26600.0,26700.0,27200.0,27400.0,27400.0,27800.0,27900.0,28100.0,28200.0,28200.0,28100.0,28600.0,28700.0,28800.0,28300.0,28600.0,28600.0,28700.0,28800.0,28900.0,29100.0,29300.0,29400.0,29700.0,29600.0,29700.0,28500.0,28800.0,29000.0,28700.0,29000.0,29300.0,29600.0,29600.0,29500.0,29600.0,29800.0,30000.0,29600.0,29700.0,29900.0,30200.0,30300.0,30400.0,30400.0,30300.0,30200.0,30600.0,31000.0,31400.0,28600.0,28600.0,29100.0,28800.0,29000.0,29000.0,28800.0,28700.0,28500.0,28500.0,28500.0,28700.0,28100.0,27800.0,27800.0,27800.0,27900.0,28000.0,28200.0,28300.0,28000.0,28100.0,28000.0,28100.0,28000.0,28300.0,28200.0,28200.0,28200.0,28300.0,28500.0,28600.0,28200.0,28400.0,28500.0,28800.0,28500.0,28600.0,28100.0,26800.0,26500.0,26700.0,26600.0,26600.0,26400.0,26500.0,26400.0,26700.0,26400.0,26500.0,26600.0,26800.0,27000.0,27000.0,27200.0,27300.0,27000.0,27400.0,28000.0,27900.0,27000.0,27100.0,27300.0,27000.0,27000.0,27200.0,27000.0,27000.0,26700.0,27200.0,27200.0,27200.0,26600.0,26900.0,27100.0,27400.0,27200.0,27500.0,27400.0,27500.0,27300.0,27400.0,27600.0,27500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23333.33,24491.67,26066.67,28033.33,29058.33,29283.33,30333.33,28733.33,28008.33,28350.0,27033.33,27091.67,27075.0,27283.33,10915.28
        Finance & Insurance,13500.0,13900.0,14000.0,14000.0,14100.0,14200.0,14500.0,14500.0,14500.0,14700.0,14800.0,14900.0,14900.0,15000.0,15100.0,15500.0,15500.0,15600.0,16000.0,16000.0,16100.0,15900.0,16100.0,16200.0,16400.0,16600.0,16800.0,16900.0,17000.0,17000.0,16900.0,16900.0,16800.0,17200.0,17400.0,17400.0,18000.0,18100.0,18100.0,18300.0,18400.0,18500.0,18500.0,18500.0,18500.0,18900.0,18900.0,19000.0,18800.0,18700.0,18700.0,18800.0,18800.0,18800.0,19100.0,19200.0,19300.0,19500.0,19700.0,19800.0,18800.0,19000.0,19300.0,18900.0,19100.0,19300.0,19600.0,19700.0,19700.0,19600.0,19700.0,20100.0,19600.0,19700.0,19900.0,20100.0,20300.0,20500.0,20400.0,20300.0,20200.0,20400.0,20700.0,21100.0,18700.0,18500.0,19100.0,18700.0,18800.0,18600.0,18500.0,18300.0,18200.0,18000.0,18000.0,18100.0,17800.0,17500.0,17500.0,17200.0,17300.0,17400.0,17600.0,17600.0,17500.0,17400.0,17300.0,17400.0,17400.0,17400.0,17400.0,17600.0,17500.0,17600.0,17700.0,17700.0,17500.0,17500.0,17500.0,17700.0,17700.0,17600.0,17400.0,17200.0,17100.0,17200.0,17100.0,17000.0,16900.0,16800.0,16700.0,16900.0,16800.0,16800.0,17000.0,17000.0,17000.0,17000.0,16900.0,16800.0,16600.0,16600.0,16700.0,16600.0,16600.0,16500.0,16600.0,16300.0,16200.0,16200.0,16200.0,16100.0,15900.0,16300.0,16300.0,16200.0,15900.0,16100.0,16200.0,16500.0,16400.0,16500.0,16500.0,16600.0,16400.0,16300.0,16400.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300.0,15658.33,16941.67,18475.0,19100.0,19400.0,20266.67,18458.33,17458.33,17541.67,17133.33,16816.67,16283.33,16333.33,7039.58
        Real Estate & Rental & Leasing,8900.0,9000.0,8900.0,9100.0,9200.0,9300.0,9100.0,9200.0,9000.0,8900.0,8900.0,8900.0,8600.0,8700.0,8800.0,8800.0,8800.0,8900.0,8900.0,8900.0,9000.0,8900.0,8800.0,8900.0,8700.0,8800.0,8800.0,9000.0,9100.0,9200.0,9400.0,9300.0,9400.0,9300.0,9200.0,9300.0,9200.0,9300.0,9300.0,9500.0,9500.0,9600.0,9700.0,9700.0,9600.0,9700.0,9800.0,9800.0,9500.0,9900.0,9900.0,9900.0,10000.0,10100.0,10000.0,10100.0,10100.0,10200.0,9900.0,9900.0,9700.0,9800.0,9700.0,9800.0,9900.0,10000.0,10000.0,9900.0,9800.0,10000.0,10100.0,9900.0,10000.0,10000.0,10000.0,10100.0,10000.0,9900.0,10000.0,10000.0,10000.0,10200.0,10300.0,10300.0,9900.0,10100.0,10000.0,10100.0,10200.0,10400.0,10300.0,10400.0,10300.0,10500.0,10500.0,10600.0,10300.0,10300.0,10300.0,10600.0,10600.0,10600.0,10600.0,10700.0,10500.0,10700.0,10700.0,10700.0,10600.0,10900.0,10800.0,10600.0,10700.0,10700.0,10800.0,10900.0,10700.0,10900.0,11000.0,11100.0,10800.0,11000.0,10700.0,9600.0,9400.0,9500.0,9500.0,9600.0,9500.0,9700.0,9700.0,9800.0,9600.0,9700.0,9600.0,9800.0,10000.0,10000.0,10300.0,10500.0,10400.0,10800.0,11300.0,11300.0,10400.0,10600.0,10700.0,10700.0,10800.0,11000.0,10800.0,10900.0,10800.0,10900.0,10900.0,11000.0,10700.0,10800.0,10900.0,10900.0,10800.0,11000.0,10900.0,10900.0,10900.0,11100.0,11200.0,11300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9033.33,8833.33,9125.0,9558.33,9958.33,9883.33,10066.67,10275.0,10550.0,10808.33,9900.0,10275.0,10791.67,10950.0,3875.69
      Professional and Business Services,105300.0,106000.0,106400.0,108200.0,107600.0,108800.0,108400.0,109100.0,109500.0,109300.0,110200.0,108800.0,106800.0,107400.0,108600.0,110300.0,110000.0,111300.0,111700.0,112700.0,112900.0,113900.0,113400.0,113300.0,112900.0,112900.0,113800.0,115900.0,116100.0,116900.0,117500.0,118300.0,119400.0,121100.0,121300.0,121000.0,117000.0,117000.0,117400.0,119000.0,118300.0,118100.0,118700.0,119500.0,118500.0,119400.0,118800.0,118500.0,117200.0,118200.0,119500.0,120500.0,121500.0,121300.0,119500.0,120700.0,120200.0,121800.0,122000.0,121800.0,123200.0,123800.0,124500.0,126600.0,125400.0,125700.0,125500.0,126500.0,125800.0,127000.0,126900.0,127100.0,125400.0,125900.0,125900.0,128300.0,127700.0,127900.0,129900.0,130400.0,129800.0,131900.0,130700.0,131000.0,126100.0,127400.0,128700.0,128600.0,129100.0,130700.0,131600.0,132700.0,132300.0,133200.0,132000.0,132200.0,129300.0,131000.0,131800.0,132500.0,134000.0,134500.0,135300.0,135800.0,135200.0,136600.0,136000.0,136300.0,132500.0,133200.0,133900.0,135200.0,135800.0,137000.0,137800.0,139000.0,137700.0,137900.0,139900.0,139600.0,134300.0,135500.0,134500.0,123300.0,124500.0,126400.0,126700.0,127000.0,125500.0,129600.0,129700.0,129900.0,128900.0,130300.0,130500.0,132600.0,133500.0,133600.0,134900.0,135500.0,134800.0,138500.0,140200.0,139000.0,136800.0,138300.0,138500.0,138100.0,138400.0,139300.0,137900.0,138400.0,136900.0,138100.0,136900.0,136500.0,133900.0,134400.0,133300.0,134900.0,134400.0,134900.0,135600.0,135800.0,134600.0,136100.0,135700.0,136500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108133.33,111025.0,117258.33,118350.0,120350.0,125666.67,128733.33,130383.33,134025.0,136625.0,128908.33,134358.33,137841.67,135008.33,47926.39
